Time (mS),Barometer Temp (C),IMU Temp (C),Pressure (hPA),Altitude (M),Gryo X (mDPS),Gryo Y (mDPS),Gryo Z (mDPS),Accel X (mG),Accel Y (mG),Accel Z (mG),
40260,28.6,29.1,1024.41,7.90,143342,41098,18344,875,12,-164,
40280,28.6,29.2,1024.43,7.73,143342,25173,12114,883,-5,-101,
40299,28.6,29.4,1024.44,7.63,143342,-1365,26788,951,-11,-13,
40319,28.6,29.4,1024.46,7.50,143342,-14691,38329,1036,-12,52,
40339,28.6,29.2,1024.48,7.33,143342,-3600,37384,1010,0,82,
40359,28.6,29.3,1024.49,7.20,143342,17696,8531,932,0,93,
40379,28.6,29.2,1024.50,7.09,143342,15741,-23896,858,-16,131,
40399,28.6,29.2,1024.51,7.02,143342,9485,-20068,867,-26,185,
40419,28.6,29.2,1024.52,6.96,143342,22653,-3110,867,-23,208,
40439,28.6,29.2,1024.53,6.86,143342,22824,7822,900,-16,214,
40459,28.6,29.2,1024.54,6.80,143342,6457,14258,908,0,227,
40479,28.6,29.4,1024.54,6.76,143342,-2161,-9703,884,22,237,
40499,28.6,29.2,1024.55,6.70,143342,-5175,-47656,874,28,261,
40518,28.6,29.2,1024.55,6.68,143342,-9638,-52933,914,40,274,
40538,28.6,29.1,1024.56,6.60,143342,-9480,-31482,1008,53,257,
40558,28.6,29.1,1024.57,6.49,143342,-861,-15023,1015,74,212,
40578,28.6,29.3,1024.58,6.45,143342,-5110,-2730,1008,86,156,
40598,28.6,29.2,1024.58,6.42,143342,-13020,6925,947,108,97,
40618,28.6,29.2,1024.59,6.39,143342,-18532,-16253,914,119,58,
40640,28.6,29.2,1024.59,6.35,143342,-35074,-280,1025,109,56,
40659,28.6,29.2,1024.59,6.34,143342,-14498,9165,1078,118,52,
40678,28.6,29.4,1024.60,6.27,143342,-8474,4935,1170,131,51,
40697,28.6,29.4,1024.60,6.26,143342,-14914,5372,1133,141,61,
40717,28.6,29.2,1024.60,6.29,143342,-25865,9191,1089,146,88,
40738,28.6,29.2,1024.60,6.29,143342,-23616,23170,972,172,87,
40757,28.6,29.4,1024.60,6.23,143342,-11624,36010,942,191,69,
40777,28.6,29.3,1024.60,6.25,143342,-11978,59972,1038,233,30,
40797,28.6,29.2,1024.60,6.30,143342,-19013,67895,1114,278,0,
40817,28.6,29.2,1024.60,6.29,143342,-21052,62024,1145,307,-24,
40837,28.6,29.3,1024.59,6.34,143342,-6584,65148,1214,335,-77,
40857,28.6,29.2,1024.58,6.45,143342,14861,74143,1296,359,-122,
40909,28.6,29.3,1024.59,6.34,143342,47127,44918,1021,446,-374,
40925,28.6,29.2,1024.61,6.20,143342,55006,57146,972,436,-415,
40944,28.6,29.2,1024.61,6.14,143342,56091,73727,994,414,-399,
40963,28.6,29.4,1024.63,6.00,143342,36610,87696,1056,384,-332,
40982,28.6,29.2,1024.65,5.85,143342,10885,98166,1111,358,-250,
41001,28.6,29.2,1024.67,5.68,143342,-306,80863,1182,322,-168,
41020,28.6,29.1,1024.69,5.52,143342,-7363,46585,1196,300,-91,
41039,28.6,29.3,1024.70,5.41,143342,-3451,26390,1189,305,-62,
41058,28.6,29.3,1024.72,5.26,143342,20129,25746,1144,317,-73,
41077,28.6,29.3,1024.72,5.23,143342,52871,40687,953,312,-123,
41097,28.6,29.2,1024.72,5.24,143342,60020,63682,928,327,-205,
41117,28.6,29.2,1024.72,5.21,143342,39261,86992,940,345,-276,
41136,28.6,29.3,1024.72,5.21,143342,13763,94176,1006,337,-284,
41156,28.6,29.3,1024.72,5.27,143342,-7840,76991,1303,315,-233,
41175,28.6,29.3,1024.71,5.28,143342,-28455,37541,1907,320,-163,
41195,28.6,29.4,1024.71,5.30,143342,-34225,-1321,1894,307,-158,
41215,28.6,29.4,1024.71,5.35,143342,-17,-45605,1893,264,-155,
41235,28.6,29.3,1024.71,5.34,143342,45333,-75040,1847,225,-109,
41255,28.6,29.3,1024.71,5.29,143342,78115,-83838,1649,170,-119,
41275,28.6,29.3,1024.72,5.25,143342,85561,-83343,1471,151,-113,
41295,28.6,29.2,1024.74,5.10,143342,78964,-78496,1383,134,-95,
41315,28.6,29.3,1024.74,5.08,143342,62623,-60471,1323,108,-63,
41335,28.6,29.2,1024.75,4.97,143342,41085,-33460,1300,98,-24,
41355,28.6,29.1,1024.76,4.89,143342,25147,-15986,1233,88,1,
41374,28.6,29.2,1024.77,4.77,143342,12932,-16471,1153,82,25,
41394,28.6,29.3,1024.79,4.67,143342,-5792,-26919,1174,35,158,
41414,28.6,29.3,1024.80,4.54,143342,-23038,-20903,1150,30,106,
41434,28.6,29.3,1024.82,4.40,143342,-56560,-46396,1152,35,78,
41454,28.6,29.2,1024.83,4.29,143342,-84446,-86113,1162,13,112,
41474,28.6,29.3,1024.85,4.12,141793,-88283,-92767,1205,-4,144,
41494,28.6,29.2,1024.85,4.12,109265,-72948,-72213,1223,9,115,
41514,28.6,29.3,1024.85,4.07,61005,-52338,-57308,1257,10,96,
41534,28.6,29.2,1024.87,3.97,18405,-25471,-46681,1267,0,106,
41554,28.6,29.3,1024.87,3.95,-32655,7525,-29325,1189,-9,173,
41574,28.6,29.3,1024.88,3.86,-143045,115937,29968,636,-130,578,
41595,28.6,29.3,1024.89,3.75,-143342,135458,98074,835,-189,386,
41614,28.6,29.2,1024.89,3.81,-143342,24850,105721,839,117,-135,
41633,28.6,29.2,1024.88,3.88,-143342,-109103,-74173,1041,174,-196,
41653,28.6,29.2,1024.88,3.90,-143342,-108574,-143136,1343,202,-161,
41673,28.6,29.3,1024.87,3.97,-143342,-11733,-143342,1517,201,-206,
41693,28.6,29.2,1024.85,4.08,-143342,72393,-113518,1312,252,-277,
41713,28.6,29.4,1024.85,4.15,-143342,24123,41846,662,244,-818,
41733,28.6,29.3,1024.84,4.18,-143342,-126223,80941,-306,543,-1759,
41753,28.6,29.3,1024.84,4.18,-114130,-143342,-107240,-222,794,-1962,
41773,28.6,29.2,1024.84,4.22,97133,-143342,-143342,-856,981,-1984,
41792,28.6,29.3,1024.84,4.21,143342,-84437,-132593,-615,640,-1574,
41812,28.6,29.2,1024.84,4.19,143342,121060,-45530,399,168,-915,
41832,28.6,29.2,1024.87,3.98,134063,140669,22281,1492,550,-980,
41852,28.6,29.4,1024.85,4.07,-63700,70691,-82652,-515,1142,-1217,
41872,28.6,29.3,1024.85,4.13,-143342,-43496,-143045,-1343,1266,-1769,
41892,28.6,29.3,1024.85,4.12,-143342,-142445,-143342,818,1055,-950,
41912,28.6,29.4,1024.86,4.03,-143342,-56398,-143342,1995,1633,-1703,
41932,28.6,29.2,1024.89,3.80,-143342,58664,-135581,956,1997,-1997,
41951,28.6,29.2,1024.91,3.62,-143342,-126770,-135520,636,1998,-1998,
41971,28.6,29.1,1024.92,3.52,-143342,-56332,-141531,1992,1868,-1569,
41992,28.6,29.3,1024.91,3.60,-143342,44489,12683,1518,1641,-1230,
42011,28.6,29.2,1024.91,3.63,-143342,-123287,53663,1615,1366,-1037,
42031,28.6,29.3,1024.91,3.63,-143342,9428,-95694,1997,747,24,
42052,28.6,29.3,1024.91,3.63,-143342,-57544,119634,1565,692,-515,
42073,28.6,29.2,1024.91,3.56,-143342,-123322,-83798,1985,657,-460,
42092,28.6,29.3,1024.92,3.49,-143342,60331,-99649,1997,699,-502,
42111,28.6,29.2,1024.94,3.35,-143342,50400,107450,904,889,-738,
42131,28.6,29.3,1024.96,3.18,-143342,-129517,29570,366,1108,-1051,
42151,28.6,29.4,1024.97,3.09,-143342,-16205,-140223,1233,414,-360,
42203,28.6,29.2,1024.97,3.07,-143342,-83636,110932,-1536,893,-948,
42210,28.6,29.2,1024.96,3.16,-143342,-104090,-83107,124,867,-868,
42230,28.6,29.5,1024.95,3.27,-143342,94714,-143342,1902,671,-742,
42250,28.6,29.3,1024.94,3.30,-143342,134955,-105271,1918,796,-642,
42270,28.6,29.3,1024.94,3.37,-143342,-24224,19915,1181,807,-682,
42290,28.6,29.3,1024.93,3.39,-143342,-141470,-72226,1034,776,-731,
42310,28.6,29.4,1024.95,3.28,-143342,-135161,-142380,1034,798,-681,
42330,28.6,29.3,1024.97,3.11,-143342,-41549,-143342,416,721,-640,
42350,28.6,29.3,1024.98,2.97,-143342,72843,-143342,305,678,-537,
42369,28.6,29.2,1025.00,2.83,-143342,138376,-129937,491,612,-367,
42390,28.6,29.2,1025.01,2.70,-143342,96744,15618,1003,609,-349,
42410,28.6,29.2,1025.02,2.64,-143342,-101841,139846,792,580,-289,
42429,28.6,29.1,1025.02,2.66,-143342,-143342,108434,693,540,-184,
42449,28.6,29.4,1025.00,2.80,-143342,-76111,23415,366,635,-304,
42469,28.6,29.1,1025.00,2.81,-143342,107506,114918,800,1212,-1379,
42489,28.6,29.4,1025.01,2.71,-143342,131858,143342,483,1498,-1600,
42509,28.6,29.2,1025.02,2.67,-143342,111860,143342,1474,1352,-1407,
42530,28.6,29.3,1025.03,2.59,-143342,143342,143342,909,907,-736,
42550,28.6,29.3,1025.04,2.48,-143342,143342,119402,611,778,-39,
42570,28.6,29.3,1025.06,2.33,-143342,143342,-11921,939,328,366,
42588,28.6,29.3,1025.07,2.22,-143342,143342,-64881,799,97,-64,
42609,28.6,29.2,1025.08,2.12,-143342,113426,-110433,499,46,-30,
42629,28.6,29.1,1025.09,2.06,-143342,-69426,-142848,669,28,0,
42648,28.6,29.2,1025.10,1.96,-143342,-143285,-143342,548,90,113,
42668,28.6,29.3,1025.10,1.92,-143342,-143342,-143342,954,97,367,
42688,28.6,29.2,1025.11,1.91,-143342,-143342,-143141,1809,213,63,
42708,28.6,29.1,1025.11,1.91,-143342,-136548,-103910,1167,207,-62,
42728,28.6,29.3,1025.10,1.92,-143342,-99583,39650,1240,196,-64,
42748,28.6,29.4,1025.10,1.98,-143342,-121979,139203,1004,239,-120,
42768,28.6,29.2,1025.09,2.08,-143342,-143237,143342,1067,254,-301,
42788,28.6,29.4,1025.08,2.16,-143342,-143342,143342,792,502,-563,
42808,28.6,29.3,1024.99,2.87,-143342,-134041,143233,868,592,-624,
42828,28.6,29.3,1025.02,2.65,-134522,-90422,84087,300,437,-227,
42848,28.6,29.2,1025.04,2.44,-139501,-137248,14358,-383,654,-895,
42867,28.6,29.2,1025.07,2.21,-143342,-143342,-79388,116,583,-1062,
42887,28.6,29.2,1025.09,2.01,-143342,-143342,-141085,448,337,-609,
42907,28.6,29.1,1025.11,1.87,-143342,-143342,-143342,164,219,-356,
42927,28.6,29.3,1025.12,1.78,-143342,-141456,-143342,-39,216,29,
42947,28.6,29.1,1025.12,1.76,-143342,-81615,-142253,-164,143,191,
42967,28.6,29.2,1025.13,1.74,-103123,18865,-121673,-290,355,273,
42987,28.6,29.2,1025.14,1.60,110963,44384,-91980,-299,1545,-708,
43008,28.6,29.2,1025.16,1.49,143342,93397,-136132,-535,1856,-1537,
43028,28.6,29.3,1025.16,1.46,143342,57141,-139361,-608,314,-921,
43047,28.6,29.3,1025.16,1.46,143342,-12849,-81033,185,-456,797,
43067,28.6,29.3,1025.16,1.43,143342,34838,-23677,29,-11,162,
43086,28.6,29.1,1025.17,1.40,143342,60510,-24097,30,-6,206,
43106,28.6,29.2,1025.16,1.42,125146,96289,-31998,90,-39,389,
43126,28.6,29.2,1025.16,1.46,-17014,136976,-33604,294,-125,756,
43146,28.6,29.2,1025.16,1.47,-137865,143342,35529,601,-997,1025,
43166,28.6,29.2,1025.14,1.60,-141391,106907,43671,-73,-1186,68,
43186,28.6,29.3,1025.14,1.59,-143027,95340,-37625,152,-213,-162,
43206,28.6,29.2,1025.15,1.50,-143342,138302,4891,330,-74,-361,
43226,28.6,29.2,1025.16,1.42,-143342,143342,84122,534,-1169,-1228,
43245,28.6,29.3,1025.16,1.45,-143342,143342,141898,97,106,-479,
43266,28.6,29.2,1025.16,1.43,-143342,132759,143342,110,13,-1251,
43286,28.6,29.2,1025.17,1.32,-143342,103958,143342,-80,-23,-1511,
43305,28.6,29.4,1025.18,1.25,-137602,119424,143342,-127,57,-1547,
43325,28.6,29.3,1025.19,1.20,24723,109965,133148,304,242,-1088,
43345,28.6,29.2,1025.20,1.14,142310,88563,98752,303,63,-968,
43365,28.6,29.2,1025.20,1.12,143342,96849,135130,268,-45,-938,
43385,28.6,29.4,1025.20,1.07,143342,111317,143342,138,-229,-989,
43405,28.6,29.3,1025.20,1.08,143342,104925,133052,138,-311,-866,
43425,28.6,29.3,1025.20,1.14,143342,69475,86485,213,-468,-811,
43474,28.6,29.4,1025.19,1.20,126984,-1881,-31723,341,-633,-533,
43486,28.6,29.3,1025.19,1.20,40044,-5761,-11204,339,-623,-538,
