Time (mS),Barometer Temp (C),IMU Temp (C),Pressure (hPA),Altitude (M),Gryo X (mDPS),Gryo Y (mDPS),Gryo Z (mDPS),Accel X (mG),Accel Y (mG),Accel Z (mG),
11865,28.3,29.4,1014.45,94.11,-143342,7345,-50356,930,51,12,
11885,28.3,29.4,1014.47,93.96,-143342,-1010,-60668,1000,155,-232,
11905,28.3,29.4,1014.48,93.83,-143342,8391,-54661,1022,292,-504,
11925,28.3,29.4,1014.49,93.77,-143342,16261,-40893,979,443,-756,
11945,28.3,29.4,1014.49,93.80,-143342,5831,-35616,898,546,-875,
11965,28.3,29.4,1014.47,93.95,-143342,-31836,-42888,795,568,-838,
11985,28.3,29.5,1014.46,94.05,-143342,-68718,-64719,826,498,-631,
12005,28.3,29.5,1014.44,94.17,-143342,-65358,-70043,894,386,-374,
12024,28.3,29.5,1014.44,94.25,-143342,-51620,-29391,854,300,-170,
12078,28.3,29.6,1014.43,94.30,-143342,-63844,-27685,819,156,102,
12093,28.3,29.6,1014.43,94.28,-143307,-53725,-35354,869,123,127,
12112,28.3,29.4,1014.44,94.24,-120491,-39151,-14052,828,109,136,
12131,28.3,29.4,1014.44,94.18,-38723,-21345,13768,785,112,112,
12150,28.3,29.5,1014.45,94.12,52513,-17990,31080,770,120,69,
12169,28.3,29.4,1014.46,94.07,130401,-32038,32926,799,132,11,
12188,28.3,29.5,1014.46,94.03,143342,-42686,28131,878,148,-6,
12207,28.3,29.4,1014.46,94.01,143342,-34251,21949,886,167,-28,
12227,28.3,29.5,1014.47,93.92,143342,-6715,19796,878,193,-87,
12246,28.3,29.5,1014.47,93.96,143342,20698,35542,910,204,-175,
12265,28.3,29.5,1014.47,93.94,143342,32510,69212,919,216,-243,
12284,28.3,29.5,1014.47,93.92,143342,34606,95882,892,216,-284,
12305,28.3,29.5,1014.48,93.86,143342,37240,103018,893,197,-301,
12324,28.3,29.4,1014.50,93.72,143342,35336,85417,890,142,-284,
12343,28.3,29.4,1014.52,93.49,143342,25663,58673,916,50,-202,
12363,28.3,29.5,1014.55,93.25,143342,13973,43942,975,-36,-71,
12383,28.3,29.5,1014.57,93.06,143342,28879,41947,1034,-94,58,
12403,28.3,29.4,1014.59,92.92,143342,62645,23353,1059,-140,151,
12423,28.3,29.5,1014.61,92.75,143342,63984,-7052,1095,-188,246,
12442,28.3,29.4,1014.62,92.69,142988,30375,-6580,1144,-222,350,
12463,28.3,29.4,1014.63,92.55,93953,15111,14358,1038,-231,400,
12482,28.3,29.5,1014.64,92.47,-44454,34260,6851,955,-216,367,
12502,28.3,29.4,1014.65,92.36,-135397,38933,-28586,991,-208,317,
12522,28.3,29.5,1014.67,92.22,-143342,16966,-51056,1087,-194,269,
12542,28.3,29.4,1014.68,92.14,-143342,1876,-50596,1153,-161,200,
12562,28.3,29.3,1014.69,92.03,-143342,4681,-39983,1098,-102,60,
12582,28.3,29.3,1014.70,91.95,-143342,7428,-23979,1083,-13,-104,
12602,28.3,29.4,1014.70,91.92,-143342,3316,-18873,1070,80,-247,
12622,28.3,29.4,1014.70,91.91,-143342,5407,-28231,1123,166,-354,
12642,28.3,29.4,1014.71,91.90,-143342,16353,-32900,1104,236,-427,
12661,28.3,29.5,1014.70,91.99,-143342,15500,-25843,1057,294,-463,
12682,28.3,29.4,1014.70,91.98,-143342,-5320,-23743,1015,300,-416,
12701,28.3,29.4,1014.70,91.95,-143342,-16143,-33827,1055,271,-320,
12721,28.3,29.4,1014.71,91.88,-143342,-16568,-28756,1076,230,-249,
12741,28.3,29.6,1014.72,91.79,-143342,-24924,708,971,192,-196,
12762,28.3,29.5,1014.73,91.70,-62208,-10390,30143,1037,154,-112,
12782,28.3,29.5,1014.74,91.64,82748,21393,36286,1063,150,-133,
12801,28.3,29.4,1014.75,91.56,142174,33298,39081,986,160,-206,
12821,28.3,29.4,1014.75,91.51,143342,16305,31893,967,168,-231,
12841,28.3,29.4,1014.75,91.48,143342,1544,25773,1019,186,-237,
12861,28.3,29.5,1014.76,91.46,143342,11865,25860,1079,202,-233,
12880,28.3,29.4,1014.76,91.45,143342,48155,29981,1073,197,-258,
12901,28.3,29.5,1014.76,91.43,143342,74803,35761,1011,190,-300,
12920,28.3,29.4,1014.77,91.38,143342,72095,38088,926,166,-327,
12940,28.3,29.5,1014.77,91.33,143342,47810,37292,953,108,-293,
12960,28.3,29.5,1014.79,91.17,143342,22925,40114,1024,60,-241,
12980,28.3,29.5,1014.81,91.02,143342,9804,32361,1050,-13,-126,
13000,28.3,29.4,1014.81,90.95,143342,7433,22351,1048,-63,-14,
13020,28.3,29.4,1014.83,90.86,143342,17259,9021,1099,-87,42,
13040,28.3,29.5,1014.83,90.79,143342,31867,-14551,1060,-117,109,
13060,28.3,29.4,1014.84,90.72,143342,29973,-26648,1097,-139,155,
13080,28.3,29.4,1014.85,90.68,143342,13116,-8653,1080,-155,217,
13099,28.3,29.4,1014.86,90.59,143342,6151,15960,1046,-153,232,
13120,28.3,29.4,1014.86,90.53,129749,8251,15964,991,-142,189,
13139,28.3,29.3,1014.87,90.45,78623,4086,-7765,950,-144,185,
13159,28.3,29.5,1014.88,90.40,20593,498,-26193,1063,-143,154,
13179,28.3,29.5,1014.88,90.40,-36146,-4344,-27842,1085,-145,136,
13199,28.3,29.5,1014.89,90.29,-89831,-1050,-27321,1120,-136,97,
13220,28.3,29.4,1014.90,90.23,-143338,-301,-10955,1134,-115,0,
13240,28.3,29.3,1014.91,90.17,-143342,4668,-1575,1196,-94,-29,
13260,28.3,29.3,1014.91,90.11,-143342,14354,-11340,1177,-84,-45,
13279,28.3,29.4,1014.92,90.02,-142607,16528,-20475,1051,-86,-84,
13299,28.3,29.3,1014.93,89.95,-125461,3626,-16826,960,-85,-73,
13319,28.3,29.3,1014.94,89.90,-93576,4396,-9170,961,-82,-61,
13369,28.3,29.4,1014.95,89.74,-23065,-21,-10657,1096,-86,-37,
13379,28.3,29.4,1014.96,89.66,5740,-10093,-17005,1100,-89,-28,
13398,28.3,29.3,1014.97,89.64,26022,-2345,-16804,1154,-92,-10,
13418,28.3,29.3,1014.97,89.63,37953,20492,-5455,1059,-96,-16,
13438,28.3,29.2,1014.97,89.59,50036,26481,2905,1002,-88,-48,
13458,28.3,29.3,1014.98,89.52,70385,2450,-10329,937,-88,-30,
13478,28.3,29.4,1014.99,89.46,85010,-19687,-29544,1002,-97,7,
13498,28.3,29.5,1014.99,89.41,83059,-15491,-31793,1025,-109,41,
13518,28.3,29.5,1014.99,89.41,64881,10618,-15933,994,-118,52,
13538,28.3,29.4,1015.00,89.35,41133,22299,1767,1042,-112,39,
13558,28.3,29.3,1015.01,89.29,21367,6020,3845,999,-116,76,
13577,28.3,29.4,1015.02,89.18,-3386,-4125,-12499,994,-132,111,
13597,28.3,29.3,1015.02,89.13,-42791,-2852,-29373,1014,-150,123,
13618,28.3,29.4,1015.03,89.04,-96442,-1942,-27356,1011,-152,134,
13637,28.3,29.4,1015.04,88.96,-138565,-5766,-15767,1040,-144,122,
13657,28.3,29.2,1015.05,88.94,-143342,-7070,-9909,1085,-149,139,
13677,28.3,29.4,1015.06,88.84,-143342,494,-7144,1133,-150,115,
13698,28.3,29.4,1015.07,88.77,-143342,-8028,-19070,996,-115,25,
13718,28.3,29.4,1015.08,88.68,-143342,-6969,-35796,1059,-95,-11,
13738,28.3,29.4,1015.09,88.58,-143342,-13930,-42927,1038,-91,-24,
13757,28.3,29.3,1015.10,88.50,-143342,-19923,-28660,979,-53,-78,
13777,28.3,29.3,1015.11,88.40,-143342,-18598,-18851,970,-12,-118,
13797,28.3,29.3,1015.11,88.34,-143342,-13046,-20584,1002,15,-133,
13817,28.3,29.4,1015.13,88.19,-143342,-11795,-28971,1093,43,-141,
13836,28.3,29.4,1015.14,88.16,-143342,-10373,-33153,1116,52,-143,
13857,28.3,29.5,1015.15,88.07,-143342,-16668,-25003,1018,80,-147,
13876,28.3,29.4,1015.16,87.94,-143342,-26009,-20728,946,103,-139,
13896,28.3,29.4,1015.16,87.91,-143342,-23135,-21070,925,108,-117,
13916,28.3,29.4,1015.16,87.95,-143342,-6335,-11847,902,110,-93,
13936,28.4,29.3,1015.16,87.92,-143342,-122,1190,909,104,-89,
13956,28.4,29.4,1015.18,87.79,-143018,-9651,5897,914,102,-94,
13976,28.4,29.3,1015.19,87.68,-111361,-17766,-5573,1020,97,-47,
13996,28.4,29.4,1015.20,87.64,-26849,-10014,-6741,942,94,-27,
14016,28.4,29.3,1015.20,87.59,55575,3128,13111,876,91,-38,
14036,28.4,29.4,1015.21,87.51,125527,7625,35560,908,85,-60,
14056,28.4,29.5,1015.22,87.39,143338,3180,41943,896,98,-87,
14076,28.4,29.4,1015.23,87.35,143342,-551,35140,929,122,-97,
14096,28.4,29.4,1015.24,87.23,143342,4983,35004,965,134,-117,
14115,28.4,29.4,1015.26,87.11,143342,11589,42713,972,144,-171,
14135,28.4,29.4,1015.27,87.03,143342,13825,49122,893,152,-222,
14156,28.4,29.5,1015.28,86.94,143342,34260,60620,1019,120,-290,
14176,28.4,29.4,1015.29,86.85,143342,44891,63450,996,106,-318,
14196,28.4,29.4,1015.29,86.80,143342,40083,53904,1037,72,-287,
14215,28.4,29.4,1015.29,86.81,143342,32480,54963,1013,15,-204,
14235,28.4,29.5,1015.29,86.80,143342,35210,55545,1030,-29,-117,
14255,28.4,29.4,1015.29,86.83,143342,47757,39445,962,-71,-38,
14275,28.4,29.6,1015.30,86.76,143342,52088,14196,1000,-104,10,
14295,28.4,29.4,1015.30,86.70,143342,29426,-2716,1109,-126,89,
14315,28.4,29.4,1015.31,86.65,143342,14100,4948,1126,-136,155,
14335,28.4,29.4,1015.32,86.56,138534,29452,15631,1079,-136,163,
14354,28.4,29.4,1015.33,86.50,80395,52696,6746,959,-137,137,
14374,28.4,29.4,1015.34,86.36,-7258,54486,-12499,917,-142,104,
14395,28.4,29.4,1015.35,86.28,-89971,24290,-23471,987,-134,118,
14414,28.4,29.5,1015.36,86.17,-139203,1220,-22054,1026,-121,140,
14434,28.4,29.4,1015.37,86.12,-143342,6938,-9843,1094,-110,123,
14454,28.4,29.4,1015.38,86.04,-143342,15955,5726,1064,-96,84,
14474,28.4,29.4,1015.38,86.04,-143342,10066,7586,993,-81,65,
14494,28.4,29.2,1015.38,86.04,-143342,7236,-14595,939,-66,75,
14514,28.4,29.3,1015.38,86.02,-143342,18252,-43496,851,-69,52,
14534,28.4,29.4,1015.38,86.00,-143342,20339,-49406,855,-61,15,
14554,28.4,29.3,1015.38,86.06,-143342,-4825,-39948,982,-47,-17,
14574,28.4,29.3,1015.38,86.01,-143342,-47381,-40880,1159,-40,-20,
14593,28.4,29.3,1015.40,85.89,-143342,-55680,-31504,1058,-48,30,
14614,28.4,29.4,1015.42,85.74,-143342,-5665,-538,1021,-28,-1,
14634,28.4,29.5,1015.43,85.60,-143342,55199,-19569,1135,7,-116,
14687,28.4,29.3,1015.47,85.26,-143342,-13899,-59631,1040,17,-191,
14693,28.4,29.4,1015.48,85.16,-143342,-32064,-37625,1042,92,-273,
14713,28.4,29.4,1015.50,85.02,-143342,-42857,-19180,1101,169,-330,
14733,28.4,29.4,1015.52,84.84,-143342,-30244,-3276,1070,204,-383,
14753,28.4,29.5,1015.54,84.67,-143342,-29159,-1036,1082,223,-384,
14773,28.4,29.4,1015.55,84.54,-143342,-18768,-28231,1226,218,-339,
14793,28.4,29.4,1015.57,84.41,-143342,1811,-48448,1128,194,-263,
14813,28.4,29.5,1015.58,84.29,-143215,10294,-34566,1011,172,-238,
14833,28.4,29.4,1015.60,84.17,-96250,-15575,1505,999,160,-241,
14852,28.4,29.5,1015.61,84.01,57203,-41903,36701,1010,159,-207,
14873,28.4,29.4,1015.63,83.90,140078,-20693,53357,995,178,-210,
14892,28.4,29.5,1015.63,83.85,143342,26184,35669,995,185,-241,
14912,28.4,29.4,1015.64,83.74,143342,51362,9660,1061,180,-289,
14932,28.4,29.4,1015.65,83.67,143342,36400,3530,1121,169,-323,
14952,28.4,29.3,1015.67,83.55,143342,10412,28021,1154,131,-307,
14972,28.4,29.4,1015.68,83.45,143342,12687,70818,1112,91,-276,
14992,28.4,29.3,1015.68,83.42,143342,38841,76300,938,42,-253,
15012,28.4,29.6,1015.68,83.42,143342,44966,28857,824,-22,-199,
15032,28.4,29.5,1015.69,83.37,143342,8198,-7923,886,-112,-93,
15052,28.4,29.3,1015.69,83.35,143342,-28113,6120,1017,-158,12,
15072,28.4,29.4,1015.70,83.26,143342,-19525,16804,1062,-172,71,
15092,28.4,29.5,1015.71,83.16,141951,9358,-1181,1117,-182,100,
15113,28.4,29.4,1015.72,83.11,-4637,30415,-4501,1071,-184,93,
15133,28.4,29.4,1015.72,83.08,-102011,18191,3005,1010,-167,48,
15151,28.4,29.4,1015.72,83.09,-142288,-7721,-11361,1023,-137,0,
15171,28.4,29.5,1015.73,83.04,-143342,-16502,-25773,980,-122,-15,
15191,28.4,29.4,1015.74,82.96,-143342,11983,-15675,946,-86,-54,
15211,28.4,29.4,1015.74,82.89,-143342,36015,-415,912,-37,-111,
15231,28.4,29.5,1015.75,82.86,-143342,23555,-949,879,1,-140,
15251,28.4,29.5,1015.75,82.81,-143342,83,-15995,954,18,-121,
15271,28.4,29.4,1015.76,82.71,-143342,-8903,-24985,1093,22,-95,
15291,28.4,29.5,1015.77,82.65,-143154,-5411,-13654,1102,31,-82,
15310,28.4,29.4,1015.78,82.55,-120767,9673,2113,1062,40,-79,
15331,28.4,29.6,1015.79,82.51,-48103,29093,18147,950,56,-104,
15351,28.4,29.4,1015.79,82.46,48615,36308,18926,916,72,-130,
15370,28.4,29.6,1015.80,82.36,130939,23069,4803,845,82,-155,
15390,28.4,29.6,1015.81,82.28,143342,6125,-5823,891,76,-166,
15410,28.4,29.6,1015.82,82.23,143342,4151,7214,997,75,-180,
15430,28.4,29.5,1015.82,82.18,143342,26162,24893,1029,83,-223,
15450,28.4,29.5,1015.82,82.18,143342,49043,21739,1058,90,-268,
15470,28.4,29.5,1015.82,82.18,143342,47954,7306,1046,95,-306,
15490,28.4,29.5,1015.82,82.24,143342,29623,12871,999,82,-305,
15510,28.4,29.6,1015.81,82.33,143342,17482,29859,937,64,-279,
15530,28.4,29.5,1015.80,82.42,143342,8273,32033,999,36,-227,
15550,28.4,29.6,1015.79,82.49,143342,3495,18965,1020,0,-118,
15570,28.4,29.6,1015.78,82.55,143342,12398,-4764,1110,-66,57,
15591,28.4,29.6,1015.78,82.60,143342,8596,18265,1110,-92,101,
15610,28.4,29.5,1015.78,82.58,143342,1802,37349,1064,-104,132,
15629,28.4,29.6,1015.79,82.51,143342,-4178,21713,1053,-108,167,
15649,28.4,29.6,1015.80,82.40,143342,389,-10360,1066,-107,198,
15669,28.4,29.4,1015.82,82.26,136762,6138,-21835,1023,-102,196,
15689,28.4,29.5,1015.83,82.17,99500,-2572,-7227,1000,-101,196,
15709,28.4,29.4,1015.84,82.09,59968,-16756,13326,1020,-82,210,
15729,28.4,29.4,1015.84,82.03,35249,-18305,20400,1014,-65,226,
15749,28.4,29.4,1015.85,81.97,24679,-4060,2673,966,-49,221,
15769,28.4,29.4,1015.86,81.88,21905,8386,-21131,958,-43,205,
15788,28.4,29.6,1015.87,81.79,18869,3500,-27610,1030,-36,200,
15809,28.4,29.4,1015.88,81.71,15316,-18300,-7840,1041,-30,212,
15828,28.4,29.5,1015.89,81.62,21625,-36964,9940,1023,-15,227,
15848,28.4,29.4,1015.90,81.53,44441,-26547,-2712,1071,-6,230,
15868,28.4,29.5,1015.91,81.46,74011,5123,-22780,1086,-5,215,
15888,28.4,29.3,1015.92,81.36,103893,25676,-26311,1035,3,181,
15908,28.4,29.5,1015.93,81.27,135423,13846,-26219,1009,22,174,
15928,28.4,29.5,1015.94,81.17,143342,-7122,-20811,1005,32,192,
15948,28.4,29.5,1015.96,81.04,143342,-9191,-2065,1053,47,182,
16000,28.4,29.4,1016.00,80.66,143342,-1671,-9432,1068,135,76,
16010,28.4,29.4,1016.01,80.55,143342,-8592,-24766,1046,166,51,
16029,28.4,29.4,1016.03,80.39,143342,3333,-6335,1046,194,-5,
16049,28.4,29.4,1016.05,80.19,143342,25195,31311,1044,230,-78,
16069,28.4,29.4,1016.07,80.01,143342,41313,58835,982,276,-168,
16088,28.4,29.4,1016.09,79.88,143342,27142,69041,962,322,-250,
16108,28.4,29.5,1016.11,79.73,143342,-11099,76317,973,358,-290,
16127,28.4,29.3,1016.12,79.58,143342,-20055,79078,1001,367,-305,
16147,28.4,29.3,1016.13,79.50,143342,1811,53838,965,348,-304,
16167,28.4,29.4,1016.15,79.36,143342,20811,26998,937,296,-284,
16187,28.4,29.4,1016.16,79.29,143342,34330,26368,970,225,-245,
16207,28.4,29.3,1016.15,79.34,143342,38723,36741,982,157,-178,
16227,28.4,29.5,1016.14,79.48,143342,25698,46103,1039,112,-83,
16247,28.4,29.4,1016.12,79.59,143342,12460,57509,1066,78,27,
16267,28.4,29.4,1016.11,79.68,143342,15391,58331,944,48,110,
16287,28.4,29.4,1016.10,79.77,143342,17626,36395,908,20,169,
16306,28.4,29.4,1016.09,79.88,143342,-3889,21713,961,-2,232,
16327,28.4,29.4,1016.08,80.00,143342,-24517,35468,1057,2,271,
16346,28.4,29.3,1016.08,80.00,143342,-15225,46777,1087,35,270,
16366,28.4,29.5,1016.08,79.93,143342,14301,29054,1054,45,245,
16386,28.4,29.4,1016.08,79.92,143342,33123,10298,1027,43,223,
16406,28.4,29.4,1016.10,79.83,143342,29876,17018,989,52,199,
16426,28.4,29.5,1016.10,79.79,143342,18803,45937,966,93,132,
16446,28.4,29.5,1016.11,79.67,143342,9533,63288,932,169,30,
16466,28.4,29.5,1016.13,79.51,143342,9835,47451,944,230,-38,
16486,28.4,29.3,1016.15,79.34,143342,14949,28201,942,283,-89,
16507,28.4,29.4,1016.17,79.19,143342,46103,38605,1040,381,-284,
16527,28.4,29.4,1016.19,78.99,143342,48041,39593,972,416,-374,
16546,28.4,29.4,1016.21,78.79,143342,43246,53865,976,438,-396,
16566,28.4,29.3,1016.23,78.66,143342,55790,69523,893,460,-427,
16585,28.4,29.3,1016.25,78.49,143342,63721,60261,826,448,-450,
16605,28.4,29.2,1016.26,78.42,143342,45640,61814,846,386,-414,
16625,28.4,29.3,1016.27,78.30,143342,26411,81733,885,324,-356,
16645,28.4,29.3,1016.28,78.26,143342,14896,81414,923,284,-311,
16665,28.4,29.6,1016.27,78.30,143342,-4318,48020,922,233,-242,
16685,28.4,29.5,1016.26,78.41,143342,-24084,21056,960,179,-129,
16705,28.4,29.4,1016.25,78.52,143342,-13483,19481,1027,133,-9,
16725,28.4,29.4,1016.24,78.54,143342,27160,21328,1005,102,50,
16745,28.4,29.5,1016.24,78.58,143342,41956,12114,1038,72,95,
16764,28.4,29.5,1016.23,78.63,143342,16016,26687,1006,37,176,
16784,28.4,29.5,1016.24,78.58,143342,-1032,59600,1074,19,221,
16805,28.4,29.4,1016.24,78.53,143342,5110,52740,961,30,218,
16824,28.4,29.4,1016.25,78.47,143342,12333,14866,893,20,206,
16844,28.4,29.5,1016.27,78.31,143342,3189,9506,883,21,224,
16864,28.4,29.3,1016.28,78.21,143342,1487,25777,934,52,211,
16884,28.4,29.4,1016.30,78.03,143342,2913,24771,1019,76,190,
16904,28.4,29.4,1016.32,77.88,143342,-3215,17994,1104,94,174,
16924,28.4,29.3,1016.34,77.74,143342,-1487,21883,1234,108,179,
16944,28.4,29.3,1016.36,77.53,143342,23537,19066,1184,133,163,
16964,28.4,29.4,1016.38,77.38,143342,49721,5223,1121,158,127,
16985,28.4,29.4,1016.40,77.19,143342,26180,43640,1001,227,90,
17005,28.4,29.4,1016.41,77.05,143342,22999,60134,959,279,63,
17024,28.4,29.4,1016.43,76.91,143342,32707,45600,987,312,-19,
17044,28.4,29.4,1016.45,76.78,143342,26538,29973,1087,334,-109,
17063,28.4,29.4,1016.46,76.64,143342,-568,39379,1127,356,-163,
17083,28.4,29.3,1016.48,76.52,143342,-1089,58296,1114,371,-217,
17103,28.4,29.5,1016.49,76.36,143342,29741,45403,1047,353,-261,
17123,28.4,29.4,1016.49,76.40,143342,40656,16143,1027,299,-237,
17143,28.4,29.3,1016.48,76.50,143342,29098,26298,1026,258,-184,
17163,28.4,29.4,1016.46,76.65,143342,34374,59955,1024,226,-128,
17183,28.4,29.4,1016.45,76.75,143342,36028,69680,1048,214,-70,
17203,28.5,29.4,1016.44,76.85,143342,13833,62356,1130,210,16,
17223,28.5,29.4,1016.43,76.96,143342,997,56266,1069,231,84,
17243,28.5,29.4,1016.42,76.98,143342,11930,45836,1097,245,96,
17263,28.5,29.4,1016.43,76.94,143342,13321,33998,1072,267,60,
17315,28.5,29.4,1016.45,76.74,143342,33197,40621,1074,477,-243,
17328,28.5,29.3,1016.47,76.57,143342,21271,44747,1068,551,-371,
17347,28.5,29.3,1016.49,76.38,143342,15238,71400,1053,610,-472,
17366,28.5,29.5,1016.51,76.22,143342,21306,95606,1121,643,-558,
17386,28.5,29.4,1016.53,76.02,143342,18243,118378,1184,632,-623,
17404,28.5,29.3,1016.55,75.87,143342,17600,134203,1157,591,-621,
17424,28.5,29.4,1016.58,75.66,143342,22019,122880,1092,515,-594,
17443,28.5,29.6,1016.58,75.65,143342,16170,98126,1040,423,-468,
17463,28.5,29.5,1016.56,75.81,143342,24460,77774,987,331,-305,
17483,28.5,29.5,1016.54,75.96,143342,48934,58738,996,228,-103,
17502,28.5,29.4,1016.53,76.04,143342,62278,34908,995,159,33,
17522,28.5,29.4,1016.53,76.10,143342,46274,21411,1032,86,140,
17542,28.5,29.5,1016.52,76.13,143342,20724,30795,1019,38,209,
17561,28.5,29.4,1016.52,76.13,143342,3377,34803,985,25,267,
17581,28.5,29.5,1016.52,76.11,143342,-1071,12534,941,23,296,
17601,28.5,29.4,1016.53,76.05,143342,-704,-18073,947,9,310,
17621,28.5,29.3,1016.54,75.96,143342,-7511,-28669,989,-5,336,
17641,28.5,29.4,1016.56,75.80,143342,-9655,-15124,1036,14,311,
17661,28.5,29.4,1016.57,75.74,143342,-1063,2506,1018,50,275,
17681,28.5,29.4,1016.58,75.64,143342,6903,2966,992,72,247,
17701,28.5,29.4,1016.59,75.51,143342,9642,1684,860,90,227,
17721,28.5,29.4,1016.60,75.42,143342,14345,21975,831,122,180,
17740,28.5,29.4,1016.61,75.33,143342,7122,39921,775,174,86,
17761,28.5,29.3,1016.62,75.24,143342,-18103,34833,823,224,8,
17780,28.5,29.4,1016.64,75.11,143342,-31889,29277,911,266,-31,
17800,28.5,29.4,1016.65,75.04,143342,2712,43496,1010,289,-84,
17820,28.5,29.4,1016.67,74.84,143342,58065,56735,1107,316,-198,
17840,28.5,29.5,1016.69,74.65,143342,72686,43509,914,323,-301,
17860,28.5,29.4,1016.72,74.44,143342,52338,28087,789,300,-355,
17880,28.5,29.3,1016.73,74.28,143342,37533,38128,796,248,-358,
17900,28.5,29.3,1016.75,74.14,143342,41138,54652,900,175,-307,
17921,28.5,29.4,1016.76,74.05,143342,35354,35665,995,-23,-31,
17941,28.5,29.3,1016.76,74.02,143342,11051,5709,1049,-101,134,
17960,28.5,29.3,1016.76,74.07,143342,-19193,3307,1089,-167,287,
17979,28.5,29.4,1016.75,74.11,142690,-26578,20615,1100,-187,401,
18000,28.5,29.3,1016.75,74.18,82901,4392,12271,1064,-193,434,
18019,28.5,29.4,1016.74,74.19,-70743,23384,-5958,1081,-190,423,
18039,28.5,29.5,1016.74,74.20,-141658,4003,-19853,1071,-175,379,
18059,28.5,29.4,1016.75,74.16,-143342,-26744,-34833,1041,-145,311,
18079,28.5,29.4,1016.76,74.02,-143342,-40783,-46974,1025,-90,203,
18099,28.5,29.4,1016.79,73.83,-143342,-37786,-44016,983,-8,48,
18119,28.5,29.3,1016.82,73.57,-143342,-25156,-29141,954,120,-151,
18139,28.5,29.5,1016.84,73.39,-143342,-9261,-31062,968,268,-339,
18159,28.5,29.4,1016.85,73.28,-143342,5604,-55978,993,385,-467,
18179,28.5,29.4,1016.85,73.26,-143342,14800,-81655,1013,438,-505,
18199,28.5,29.4,1016.86,73.18,-143342,12630,-84892,944,442,-493,
18219,28.5,29.5,1016.86,73.18,-143342,-4707,-79104,887,403,-413,
18238,28.5,29.4,1016.86,73.20,-143342,-22798,-68061,872,345,-306,
18258,28.5,29.3,1016.85,73.25,-143342,-43251,-48448,940,283,-201,
18278,28.5,29.3,1016.84,73.36,-143342,-52220,-23432,957,238,-110,
18298,28.5,29.3,1016.83,73.47,-143342,-35297,-848,922,198,-34,
18318,28.5,29.4,1016.82,73.54,-143342,-6011,11270,941,149,33,
18338,28.5,29.3,1016.81,73.59,-143342,12761,21520,974,124,49,
18358,28.5,29.3,1016.81,73.61,-143342,10906,21402,1010,102,67,
18378,28.5,29.4,1016.81,73.63,-143342,4506,6177,1006,75,81,
18399,28.5,29.4,1016.80,73.67,-135760,-19556,-1478,1006,-8,144,
18419,28.5,29.3,1016.80,73.70,-125483,-19713,45985,1007,-7,156,
18438,28.5,29.5,1016.80,73.73,-110005,-109,70446,911,-1,154,
18458,28.5,29.4,1016.80,73.73,-83728,22553,35218,866,-25,147,
18477,28.5,29.5,1016.79,73.77,-72988,15290,-9712,893,-53,157,
18497,28.5,29.4,1016.79,73.76,-90886,-15881,-12845,969,-67,172,
18517,28.5,29.4,1016.80,73.71,-120658,-37703,8019,976,-49,173,
18537,28.5,29.5,1016.80,73.68,-139715,-31836,18484,991,-54,174,
18557,28.5,29.3,1016.81,73.63,-143342,-14988,23563,1070,-58,170,
18577,28.5,29.4,1016.81,73.59,-143342,-3408,22360,1023,-52,152,
18629,28.5,29.5,1016.83,73.43,-143342,-14975,-27221,936,-64,92,
18646,28.5,29.5,1016.85,73.31,-143342,-27400,4077,884,-53,24,
18665,28.5,29.3,1016.85,73.26,-143342,-47989,6125,893,-36,-14,
18685,28.5,29.4,1016.86,73.22,-143342,-51616,-20593,999,-25,-33,
18704,28.5,29.4,1016.86,73.22,-143342,-32860,-38115,1110,-22,-42,
18723,28.5,29.4,1016.86,73.15,-143342,-7813,-25930,1080,-11,-88,
18742,28.5,29.4,1016.87,73.07,-143342,-6418,-14258,1024,8,-167,
18761,28.5,29.4,1016.89,72.92,-143342,-31465,-30874,1013,13,-195,
18780,28.5,29.5,1016.91,72.72,-143342,-43693,-51170,1067,12,-187,
18799,28.5,29.5,1016.95,72.44,-143342,-33040,-46134,1050,10,-169,
18818,28.5,29.4,1016.98,72.13,-143342,-16498,-23165,1032,24,-171,
18837,28.5,29.3,1017.01,71.85,-143342,-9104,-3346,996,50,-187,
18857,28.5,29.4,1017.04,71.61,-143342,-13549,-5569,962,56,-171,
18877,28.5,29.4,1017.07,71.39,-143342,-16900,-22176,970,49,-150,
18896,28.5,29.5,1017.09,71.22,-143342,-19293,-34833,972,36,-112,
18916,28.5,29.4,1017.11,71.00,-143294,-13895,-27195,1006,35,-90,
18935,28.5,29.4,1017.13,70.84,-127951,476,-6426,997,40,-90,
18955,28.5,29.4,1017.15,70.69,-72384,8579,5236,987,49,-101,
18975,28.5,29.5,1017.16,70.58,-7175,-1885,12184,929,55,-106,
18995,28.5,29.4,1017.17,70.51,58607,-16038,13068,915,70,-112,
19015,28.5,29.4,1017.18,70.39,124083,-9196,1522,952,75,-115,
19035,28.5,29.3,1017.19,70.36,143303,8448,-5298,982,74,-138,
19055,28.5,29.3,1017.20,70.25,143342,25300,-118,963,62,-176,
19075,28.5,29.4,1017.22,70.11,143342,28096,19175,1008,41,-200,
19095,28.5,29.4,1017.23,69.95,143342,9393,50986,995,37,-224,
19114,28.5,29.4,1017.24,69.85,143342,-3206,59740,931,32,-230,
